STUDYID,Theorystandardized_corrected,IVConstruct,IVVariableLabel,IVMean,IVSD,Stakeholdergroup,Stakeholdergroupsubcategory,PerformanceVariableLabel,PerformanceMean,PerformanceSD,PerformanceIVCorrelation,PerformanceIVCorrelation_corrected,Nofobs,Noffirms
gac11ijtr,Resource-based view,New resources and capabilities,New firm resources and capabilities,4.59,0.77,SOC,SOC3,Environmental management - relationships with stakeholders,4.43,0.78,0.7,0.7,240,240
gac11ijtr,Resource-based view,New resources and capabilities,New resources and capabilities,4.59,0.77,SOC,SOC3,Environmental management - knowledge and learning,5.62,0.77,0.89,0.89,240,240
gac11ijtr,Resource-based view,R&C - involvement of the management,R&C - involvement of the management,5.6,0.76,SOC,SOC3,Environmental management - knowledge and learning,5.62,0.77,0.44,0.44,240,240
gac11ijtr,Resource-based view,R&C - involvement of the management,R&C - involvement of the management,5.6,0.76,SOC,SOC3,Environmental management - relationships with stakeholders,4.43,0.78,0.34,0.34,240,240
gac11ijtr,Resource-based view,Firm size,Firm size,3.49,0.93,SOC,SOC4,Environemntal management - technical aspects,6.01,0.67,0.24,0.24,240,240
gac11ijtr,Resource-based view,Firm size,Firm size,3.49,0.93,SOC,SOC4,Environmental performance,5.67,0.7,0.13,0.13,240,240
gac11ijtr,Resource-based view,Firm size,Firm size,3.49,0.93,SOC,SOC4,Stakeholders - degree of pressure exerted by stakeholders,2.15,1,0.09,0.09,240,240
gac11ijtr,Resource-based view,Firm size,Firm size,3.49,0.93,SOC,SOC4,Stakeholders - level of collaboration,4.8,0.12,0.06,0.06,240,240
gac11ijtr,Resource-based view,New resources and capabilities,New firm resources and capabilities,4.59,0.77,SOC,SOC4,Environemntal management - technical aspects,6.01,0.67,0.89,0.89,240,240
gac11ijtr,Resource-based view,New resources and capabilities,New firm resources and capabilities,4.59,0.77,SOC,SOC4,Environmental performance,5.67,0.7,0.69,0.69,240,240
gac11ijtr,Resource-based view,New resources and capabilities,New firm resources and capabilities,4.59,0.77,SOC,SOC4,Stakeholders - degree of pressure exerted by stakeholders,2.15,1,-0.03,-0.03,240,240
gac11ijtr,Resource-based view,New resources and capabilities,New firm resources and capabilities,4.59,0.77,SOC,SOC4,Stakeholders - level of collaboration,4.8,0.12,0.21,0.21,240,240
gac11ijtr,Resource-based view,New resources and capabilities,New resources and capabilities,4.59,0.77,SOC,SOC4,Environemntal management - technical aspects,6.01,0.67,0.7,0.7,240,240
gac11ijtr,Resource-based view,New resources and capabilities,New resources and capabilities,4.59,0.77,SOC,SOC4,Environmental performance,5.67,0.7,0.69,0.69,240,240
gac11ijtr,Resource-based view,R&C - involvement of the management,R&C - involvement of the management,5.6,0.76,SOC,SOC4,Environemntal management - technical aspects,6.01,0.67,0.43,0.43,240,240
gac11ijtr,Resource-based view,R&C - involvement of the management,R&C - involvement of the management,5.6,0.76,SOC,SOC4,Environmental performance,5.67,0.7,0.37,0.37,240,240
gac11ijtr,Resource-based view,R&C - involvement of the management,R&C - involvement of the management,5.6,0.76,SOC,SOC4,Stakeholders - degree of pressure exerted by stakeholders,2.15,1,-0.03,-0.03,240,240
gac11ijtr,Resource-based view,R&C - involvement of the management,R&C - involvement of the management,5.6,0.76,SOC,SOC4,Stakeholders - level of collaboration,4.8,0.12,0.08,0.08,240,240
gi03pp,Strategic HRM theories: Configurational view,HRM,Overtime,1.3,0.6,CUS,CUS2,Customer satisfaction,71,3.2,-0.08,-0.08,134,134
gi03pp,Strategic HRM theories: Configurational view,HRM,Overtime,1.3,0.6,CUS,CUS4,Professional development,26.9,9.1,-0.09,-0.09,134,134
gi03pp,Strategic HRM theories: Configurational view,HRM,Overtime,1.3,0.6,EMP,EMP1,Staff retention,92.5,4.4,-0.19,-0.19,134,134
gi03pp,Strategic HRM theories: Configurational view,HRM,Staffing level,-2.7,4.1,EMP,EMP1,Staff retention,92.5,4.4,0.39,0.39,134,134
gi03pp,Strategic HRM theories: Configurational view,HRM,Overtime,1.3,0.6,EMP,EMP3,General climate,3.3,0.2,-0.33,-0.33,134,134
gi03pp,Strategic HRM theories: Configurational view,HRM,Overtime,1.3,0.6,INV,INV3,Overall performance,0,0.7,-0.22,-0.22,134,134
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,CUS,CUS4,Quality of goods and services,3.96,0.73,0.15,0.15,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,EMP,EMP1,Employee absenteeism,2.6,0.83,0.05,-0.05,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,EMP,EMP1,Employee turnover,0.99,0.8,-0.18,0.18,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,EMP,EMP2,Employee grievances,0.76,0.61,-0.03,0.03,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,INV,INV1,Financial productivity,3.54,0.86,0.13,0.13,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,INV,INV1,Labor productivity,3.49,0.75,0.19,0.19,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,INV,INV1,Profit/employee(1997-99),3692.96,5128.47,0.21,0.21,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,INV,INV1,Profit/employee(2000-01),2676.54,5775.44,0.12,0.12,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,INV,INV1,Sales/employee (2000-01),119577.48,78018.23,0.05,0.05,366,366
gmcs03bjir,Strategic HRM theories: Configurational view,Human resource practices ,High use of HRM practices,-0.09,4.2,INV,INV1,Sales/employee(1997-99),116603.38,77805.82,0.07,0.07,366,366
gwm11pp,Social exchange theory,Tenure,Tenure,3.78,0.65,EMP,EMP1,Collective affective commitment,,,0.09,0.09,93,62
gwm11pp,Social exchange theory,Tenure,Tenure,3.78,0.65,EMP,EMP1,Log of turnover,,,-0.26,0.26,93,62
gwm11pp,Social exchange theory,Tenure,Tenure,3.78,0.65,EMP,EMP3,Empowerment HR practices,,,0.06,0.06,93,62
gwm11pp,Social exchange theory,Tenure,Tenure,3.78,0.65,EMP,EMP3,Motivation HR practices,,,0.13,0.13,93,62
gwm11pp,Social exchange theory,Tenure,Tenure,3.78,0.65,EMP,EMP3,Skill HR practices,,,0.15,0.15,93,62
gwm11pp,Social exchange theory,Tenure,Tenure,3.78,0.65,EMP,EMP3,Union status,,,-0.07,-0.07,93,62
gwm11pp,Work-life HRM,Proportion female,Proportion female,0.19,0.22,EMP,EMP1,Collective affective commitment,,,0.25,0.25,93,62
gwm11pp,Work-life HRM,Proportion female,Proportion female,0.19,0.22,EMP,EMP1,Log of turnover,,,-0.36,0.36,93,62
gwm11pp,Work-life HRM,Proportion female,Proportion female,0.19,0.22,EMP,EMP3,Empowerment HR practices,,,0.32,0.32,93,62
gwm11pp,Work-life HRM,Proportion female,Proportion female,0.19,0.22,EMP,EMP3,Motivation HR practices,,,0.44,0.44,93,62
gwm11pp,Work-life HRM,Proportion female,Proportion female,0.19,0.22,EMP,EMP3,Skill HR practices,,,-0.03,-0.03,93,62
gwm11pp,Work-life HRM,Proportion female,Proportion female,0.19,0.22,EMP,EMP3,Union status,,,-0.33,-0.33,93,62
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,CUS,CUS3,Differentiation/focus,,,-0.15,-0.15,816,816
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,EMP,EMP1,Employee motivation,,,-0.36,-0.36,816,816
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,EMP,EMP1,Turnover,,,-0.22,0.22,816,816
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,EMP,EMP3,Firm union coverage,,,0.36,0.36,816,816
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,EMP,EMP3,"Selling, general, and administrative expenses",,,0.13,0.13,816,816
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,INV,INV1,Gross rate of return on assets,5.1,23,0.02,0.02,816,816
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,INV,INV1,Productivity,,,0.11,0.11,816,816
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,INV,INV2,Tobin's Q,,,-0.11,-0.11,816,816
h95amj,Institutional theory,Industry,Industry union coverage,13.97,13.55,INV,INV4,Sales growth,,,-0.03,-0.03,816,816
h95amj,Resource-based view,Size,Total employment,4412.8,18967,CUS,CUS3,Differentiation/focus,,,-0.03,-0.03,816,816
h95amj,Resource-based view,R&D intensity,R&D intensity,0.03,0.06,EMP,EMP1,Total turnover,,,-0.09,0.09,816,816
h95amj,Resource-based view,Size,Total employment,4412.8,18967,EMP,EMP1,Employee motivation,,,-0.15,-0.15,816,816
h95amj,Resource-based view,Size,Total employment,4412.8,18967,EMP,EMP1,Turnover,,,0.13,-0.13,816,816
h95amj,Resource-based view,Size,Total employment,4412.8,18967,EMP,EMP3,Firm union coverage,,,0.21,0.21,816,816
h95amj,Resource-based view,R&D intensity,R&D intensity,0.03,0.06,INV,INV1,Productivity ,,,-0.01,-0.01,816,816
h95amj,Resource-based view,R&D intensity,R&D intensity,0.03,0.06,INV,INV1,ROA,,,-0.11,-0.11,816,816
h95amj,Resource-based view,Size,Total employment,4412.8,18967.45,INV,INV1,Productivity,,,-0.22,-0.22,816,816
h95amj,Resource-based view,R&D intensity,R&D intensity,0.03,0.06,INV,INV2,Tobin's Q,,,0.1,0.1,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,CUS,CUS3,Differentiation/focus,,,0.05,0.05,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,CUS,CUS3,Differentiation/focus,,,0.05,0.05,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,EMP,EMP1,Employee motivation,,,0.23,0.23,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,EMP,EMP1,Turnover,,,-0.1,0.1,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,EMP,EMP1,Employee motivation,,,0.06,0.06,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,EMP,EMP1,Turnover,,,-0.02,0.02,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,EMP,EMP3,Firm union coverage,,,-0.12,-0.12,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,EMP,EMP3,"Selling, general, and administrative expenses",,,-0.08,-0.08,816,816
h95amj,Strategic HRM theories: Configurational view,Human resource management policies and practices,Strategic HRM index,3.36,1.98,EMP,EMP3,Firm union coverage,,,0.08,0.08,816,816
h95amj,Strategic HRM theories: Configurational view,Human resource management policies and practices,Strategic HRM index,3.36,1.98,EMP,EMP3,"Selling, general, and administrative expenses",,,0.24,0.24,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,EMP,EMP3,Firm union coverage,,,0.08,0.08,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,EMP,EMP3,"Selling, general, and administrative expenses",,,0.24,0.24,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,INV,INV1,Gross rate of return on assets,,,0.04,0.04,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,INV,INV1,Productivity,,,-0.04,-0.04,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,INV,INV1,Gross rate of return on assets,,,0.08,0.08,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,INV,INV1,Productivity,,,0.01,0.01,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,INV,INV2,Tobin's Q,,,0.01,0.01,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,INV,INV2,Tobin's Q,0.46,1.64,0,0,816,816
h95amj,Strategic HRM theories: Configurational view,HRM Policy Consistency,HRM Policy Consistency,4.54,1.1,INV,INV4,Sales growth,0.61,1.08,0,0,816,816
h95amj,Strategic HRM theories: Configurational view,Strategic HRM index,Strategic HRM index,3.36,1.98,INV,INV4,Sales growth,,,0.01,0.01,816,816
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,INV,INV1,Market share,3.43,0.76,0.08,0.08,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,INV,INV1,Market share,3.43,0.76,0.05,0.05,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,INV,INV1,Market share,3.43,0.76,-0.05,-0.05,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,INV,INV1,Market share,3.43,0.76,0.07,0.07,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,INV,INV1,Market share,3.43,0.76,-0.03,-0.03,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,INV,INV1,Market share,3.43,0.76,-0.01,-0.01,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,INV,INV1,Market share,3.43,0.76,0.03,0.03,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,INV,INV3,ROI,3.55,0.88,0.03,0.03,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,INV,INV3,Sales growth,3.48,0.74,0.11,0.11,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,INV,INV3,ROI,3.55,0.88,0.02,0.02,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,INV,INV3,Sales growth,3.48,0.74,0.07,0.07,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,INV,INV3,ROI,3.55,0.88,0.04,0.04,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,INV,INV3,Sales growth,3.48,0.74,0.02,0.02,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,INV,INV3,ROI,3.55,0.88,-0.01,-0.01,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,INV,INV3,Sales growth,3.48,0.74,0.16,0.16,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,INV,INV3,ROI,3.55,0.88,0.07,0.07,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,INV,INV3,Sales growth,3.48,0.74,-0.01,-0.01,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,INV,INV3,ROI,3.55,0.88,-0.02,-0.02,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,INV,INV3,Sales growth,3.48,0.74,-0.02,-0.02,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,INV,INV3,ROI,3.55,0.88,0.07,0.07,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,INV,INV3,Sales growth,3.48,0.74,-0.01,-0.01,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,INV,INV4,Earnings growth,3.49,0.85,0.08,0.08,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,INV,INV4,Earnings growth,3.49,0.85,0.04,0.04,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,INV,INV4,Earnings growth,3.49,0.85,0.06,0.06,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,INV,INV4,Earnings growth,3.49,0.85,0.1,0.1,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,INV,INV4,Earnings growth,3.49,0.85,0.06,0.06,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,INV,INV4,Earnings growth,3.49,0.85,0.04,0.04,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,INV,INV4,Earnings growth,3.49,0.85,0.07,0.07,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,SOC,SOC3,Educating,3.4,0.85,0.18,0.18,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,SOC,SOC3,Envr. compliance,4.02,0.67,0.14,0.14,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,SOC,SOC3,Envr. personnel in planning,2.32,0.93,0.3,0.3,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,SOC,SOC3,In planning,1.94,0.8,0.24,0.24,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,SOC,SOC3,Limiting impact,3.71,0.81,0.27,0.27,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,SOC,SOC3,Mission statement,2.06,1.07,0.12,0.12,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,SOC,SOC3,TMT decisions,2.2,0.86,0.3,0.3,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,SOC,SOC3,Educating,3.4,0.85,0,0,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,SOC,SOC3,Envr. compliance,4.02,0.67,0.17,0.17,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,SOC,SOC3,Envr. personnel in planning,2.32,0.93,0.16,0.16,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,SOC,SOC3,In planning,1.94,0.8,0.14,0.14,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,SOC,SOC3,Limiting impact,3.71,0.81,0.22,0.22,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,SOC,SOC3,Mission statement,2.06,1.07,0.21,0.21,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,SOC,SOC3,TMT decisions,2.2,0.86,0.25,0.25,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,SOC,SOC3,Educating,3.4,0.85,0.26,0.26,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,SOC,SOC3,Envr. compliance,4.02,0.67,0.14,0.14,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,SOC,SOC3,Envr. personnel in planning,2.32,0.93,0.29,0.29,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,SOC,SOC3,In planning,1.94,0.8,0.29,0.29,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,SOC,SOC3,Limiting impact,3.71,0.81,0.13,0.13,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,SOC,SOC3,Mission statement,2.06,1.07,0.26,0.26,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,SOC,SOC3,TMT decisions,2.2,0.86,0.34,0.34,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,SOC,SOC3,Educating,3.4,0.85,0.08,0.08,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,SOC,SOC3,Envr. compliance,4.02,0.67,0.17,0.17,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,SOC,SOC3,Envr. personnel in planning,2.32,0.93,0.26,0.26,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,SOC,SOC3,In planning,1.94,0.8,0.3,0.3,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,SOC,SOC3,Limiting impact,3.71,0.81,0.19,0.19,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,SOC,SOC3,Mission statement,2.06,1.07,0.2,0.2,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,SOC,SOC3,TMT decisions,2.2,0.86,0.37,0.37,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,SOC,SOC3,Educating,3.4,0.85,0.22,0.22,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,SOC,SOC3,Envr. compliance,4.02,0.67,0.25,0.25,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,SOC,SOC3,Envr. personnel in planning,2.32,0.93,0.38,0.38,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,SOC,SOC3,In planning,1.94,0.8,0.42,0.42,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,SOC,SOC3,Limiting impact,3.71,0.81,0.27,0.27,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,SOC,SOC3,Mission statement,2.06,1.07,0.24,0.24,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,SOC,SOC3,TMT decisions,2.2,0.86,0.35,0.35,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,SOC,SOC3,Educating,3.4,0.85,0.16,0.16,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,SOC,SOC3,Envr. compliance,4.02,0.67,0.18,0.18,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,SOC,SOC3,Envr. personnel in planning,2.32,0.93,0.22,0.22,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,SOC,SOC3,In planning,1.94,0.8,0.22,0.22,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,SOC,SOC3,Limiting impact,3.71,0.81,0.18,0.18,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,SOC,SOC3,Mission statement,2.06,1.07,0.33,0.33,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,SOC,SOC3,TMT decisions,2.2,0.86,0.24,0.24,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,SOC,SOC3,Educating,3.4,0.85,0.14,0.14,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,SOC,SOC3,Envr. compliance,4.02,0.67,0.18,0.18,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,SOC,SOC3,Envr. personnel in planning,2.32,0.93,0.2,0.2,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,SOC,SOC3,In planning,1.94,0.8,0.12,0.12,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,SOC,SOC3,Limiting impact,3.71,0.81,0.22,0.22,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,SOC,SOC3,Mission statement,2.06,1.07,0.22,0.22,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,SOC,SOC3,TMT decisions,2.2,0.86,0.21,0.21,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - accounting integration,2.85,0.72,SOC,SOC4,Preventing crises,3.93,0.69,0.13,0.13,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - legal integration,1.64,0.64,SOC,SOC4,Preventing crises,3.93,0.69,0.22,0.22,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - marketing integration,3.01,0.66,SOC,SOC4,Preventing crises,3.93,0.69,0.13,0.13,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - product development integration,2.72,0.93,SOC,SOC4,Preventing crises,3.93,0.69,0.18,0.18,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - production integration,1.93,0.7,SOC,SOC4,Preventing crises,3.93,0.69,0.24,0.24,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - public relations integration,2.29,0.79,SOC,SOC4,Preventing crises,3.93,0.69,0.21,0.21,196,196
jd98jms,Competitive advantages,Degree of funtional integration,Functional coverage - purchasing integration,2.7,0.7,SOC,SOC4,Preventing crises,3.93,0.69,0.08,0.08,196,196
jd98jms,Institutional theory,Size,Employees (ln),8.65,1.8,SOC,SOC3,Mission statement,2.06,1.07,0.08,0.08,196,196
jd98jms,Institutional theory,Size,Employees (ln),8.65,1.8,SOC,SOC4,Preventing crises,3.93,0.69,0.01,0.01,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,INV,INV1,Market share,3.43,0.76,0.04,0.04,196,196
jd98jms,Resource-based view,Size,Employees (ln),8.65,1.8,INV,INV1,Market share,3.43,0.76,0.13,0.13,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,INV,INV3,ROI,3.55,0.88,0.23,0.23,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,INV,INV3,Sales growth,3.48,0.74,0,0,196,196
jd98jms,Resource-based view,Size,Employees (ln),8.65,1.8,INV,INV3,ROI,3.55,0.88,-0.09,-0.09,196,196
jd98jms,Resource-based view,Size,Employees (ln),8.65,1.8,INV,INV3,Sales growth,3.48,0.74,0.23,0.23,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,INV,INV4,Earnings growth,3.49,0.85,0.21,0.21,196,196
jd98jms,Resource-based view,Size,Employees (ln),8.65,1.8,INV,INV4,Earnings growth,3.49,0.85,0.05,0.05,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,SOC,SOC3,Educating,3.4,0.85,0.19,0.19,196,196
jd98jms,Resource-based view,Firm resources,Resources provided - resource commitment,3.84,0.69,SOC,SOC3,Envr. compliance,4.02,0.67,0.25,0.25,196,196
